ID	Gene Name	Sample_A_1	Sample_A_2	Sample_A_3	Sample_A_4	Sample_A_Mean	Sample_B_1	Sample_B_2	Sample_B_3	Sample_B_4	Sample_B_Mean	log2FC	DEG	t-test p value	transcript	ensembl_id	entrez_id	symbol	biotype_ensembl	description	alias
939	ST3GAL4	0.08664869	0.08060505	0.0832625	0.0851053	0.083905385	0.01145655	0.01223193	0.01238769	0.01223324	0.012077353	2.796459172	Upregulate	0.00000838	NM_006278	ENSG00000110080	6484	ST3GAL4	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	CGS23,STZSIAT4,STZTA3,STZSIAT4C,STZCGS23,SAT3SIAT4,SAT3TA3,SAT3SIAT4C,SAT3CGS23,FLJ11867SIAT4,FLJ11867TA3,FLJ11867SIAT4C,FLJ11867|CGS23, SIAT4, TA3, SIAT4C|STZ, SAT3, FLJ11867|CGS23,TA3,SAT3,SIAT4,SIAT4C,ST-4,ST3GalA.2,ST3GalIV,STZ,gal-NAc6S|ST3GAL4|CGS23,gal-NAc6S,TA3,SAT3,SIAT4,SIAT4C,ST-4,ST3GalA.2,ST3GalIV,STZ
940	TLE4	0.13243295	0.13449679	0.12906743	0.12003635	0.12900838	0.47228019	0.46683079	0.45226756	0.45066092	0.460509865	-1.83576728	Downregulate	2.96E-09	NM_007005	ENSG00000106829	7091	TLE4	protein_coding	TLE family member 4, transcriptional corepressor	E(spl),ESG,GRG4|-|E(spl), ESG, GRG4|BCE-1,BCE1,E(spI),E(spl),ESG,ESG4,GRG4,Grg-4|TLE4|BCE-1,BCE1,E(spI),E(spl),ESG,ESG4,Grg-4,GRG4
941	SUGT1	1.18090104	1.17027759	1.13155462	1.16975086	1.163121028	1.65260785	1.67649137	1.6627409	1.61286481	1.651176233	-0.505492887	NonDE	0.000000138	NM_006704	ENSG00000165416	10910	SUGT1	protein_coding	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	SGT1|-|SGT1|SGT1|SUGT1|SGT1
942	USP28	0.30353103	0.30313257	0.29592491	0.31275908	0.303836898	0.19185508	0.18532855	0.19287907	0.19275313	0.190703958	0.671962296	NonDE	0.00000011	NM_020886	ENSG00000048028	57646	USP28	protein_coding	ubiquitin specific peptidase 28	KIAA1515|-|KIAA1515|-|USP28|
943	TMSB10	38.3505739	39.52329445	38.49981937	38.83089385	38.80114539	18.81932133	17.83329602	18.34154592	17.69862181	18.17319627	1.09428706	Upregulate	2.08E-09	NM_021103	ENSG00000034510	9168	TMSB10	protein_coding	thymosin beta 10	TB10|-|TB10|MIG12,TB10|TMSB10|MIG12,TB10
945	TBN	0.15269087	0.1507109	0.15504869	0.1502396	0.152172515	0.06524121	0.06871996	0.0666199	0.06368677	0.06606696	1.203706939	Upregulate	2.12E-09	NM_138572	ENSG00000137413	129685	TAF8	protein_coding	TATA-box binding protein associated factor 8	TBN,FLJ32821TBN,TAF(II)43|TBN|FLJ32821, TAF(II)43|II,NEDMLHB,TAF,TAF(II)43,TAFII-43,TAFII43,TBN|TAF8|II,TAF,TAF(II)43,TAFII-43,TAFII43,TBN
946	SHC3	0.02853439	0.03068049	0.02879822	0.02970594	0.02942976	0.47529658	0.54866472	0.52210343	0.50015983	0.51155614	-4.119544893	Downregulate	0.0000739	NM_016848	ENSG00000148082	53358	SHC3	protein_coding	SHC adaptor protein 3	N-Shc,NSHC,SHCC|-|N-Shc, NSHC, SHCC|N-Shc,NSHC,RAI,SHCC|SHC3|N-Shc,NSHC,RAI,SHCC
948	STAG3	0.0579235	0.05923279	0.05875516	0.05510205	0.057753375	0.00769718	0.0063711	0.00755216	0.00697852	0.00714974	3.013942573	Upregulate	3.38E-09	NM_012447	ENSG00000066923	10734	STAG3	protein_coding	stromal antigen 3	-|-|-|SPGF61|STAG3|SPGF61
949	THUMPD1	0.25197232	0.24998921	0.24401753	0.23659519	0.245643563	0.19287874	0.19475514	0.19525568	0.1989321	0.195455415	0.329726877	NonDE	0.00000969	NM_017736	ENSG00000066654	55623	THUMPD1	protein_coding	THUMP domain containing 1	FLJ20274,Tan1|-|FLJ20274, Tan1|NEDSOA,Tan1|THUMPD1|Tan1
950	TAIP-2	0.00332433	0.0029072	0.00323055	0.00385486	0.003329235	0.43798188	0.42915525	0.43199826	0.42521248	0.431086968	-7.016644429	Downregulate	0.000000482	NM_024969	ENSG00000178662	80034	CSRNP3	protein_coding	cysteine and serine rich nuclear protein 3	FAM130A2,FLJ32093FAM130A2,TAIP-2FAM130A2,PPP1R73|FAM130A2|FLJ32093, TAIP-2, PPP1R73|FAM130A2,PPP1R73,TAIP-2,TAIP2|CSRNP3|FAM130A2,PPP1R73,TAIP-2,TAIP2
951	TFG	0.79744612	0.7756436	0.80782833	0.79638506	0.794325778	0.39489205	0.4089583	0.41071421	0.41660108	0.40779141	0.961899437	NonDE	5.94E-09	NM_001007565	ENSG00000114354	10342	TFG	protein_coding	trafficking from ER to golgi regulator	TF6,FLJ36137,SPG57|-|TF6, FLJ36137, SPG57|HMSNP,SPG57,TF6,TRKT3|TFG|HMSNP,SPG57,TF6,TRKT3
952	ST18	0.00231829	0.00311964	0.0030205	0.00408257	0.00313525	0.70466526	0.71079397	0.71959793	0.70083685	0.708973503	-7.821007412	Downregulate	0.000000356	NM_014682	ENSG00000147488	9705	ST18	protein_coding	ST18 C2H2C-type zinc finger transcription factor	ZNF387,KIAA0535ZNF387,ZC2HC10ZNF387,NZF3ZNF387,NZF-3ZNF387,ZC2H2C3|ZNF387|KIAA0535, ZC2HC10, NZF3, NZF-3, ZC2H2C3|NZF-3,NZF3,ZC2H2C3,ZC2HC10,ZNF387|ST18|NZF-3,NZF3,ZC2H2C3,ZC2HC10,ZNF387
953	SMAP	0.87727815	0.91869411	0.8842146	0.84904798	0.88230871	0.80645417	0.79534341	0.79678148	0.81398188	0.803140235	0.135631611	NonDE	0.001849515	NM_014267	ENSG00000110696	10944	C11orf58	protein_coding	chromosome 11 open reading frame 58	SMAP|-|SMAP|IMAGE145052,SMAP|C11orf58|IMAGE145052,SMAP
954	SEMA4G	0.12616696	0.12714522	0.15932374	0.15138677	0.141005673	0.10757911	0.10959983	0.12562075	0.12416501	0.116741175	0.272439708	NonDE	0.046117194	NM_017893	ENSG00000095539	57715	SEMA4G	protein_coding	semaphorin 4G	FLJ20590,KIAA1619|-|FLJ20590, KIAA1619|-|SEMA4G|
955	TXNDC10	0.15676772	0.15560037	0.16140681	0.15603778	0.15745317	0.17683318	0.17233224	0.17118605	0.17271353	0.17326625	-0.13806786	NonDE	0.00012849	NM_019022	ENSG00000166479	54495	TMX3	protein_coding	thioredoxin related transmembrane protein 3	TXNDC10,FLJ20793TXNDC10,KIAA1830TXNDC10,PDIA13|TXNDC10|FLJ20793, KIAA1830, PDIA13|PDIA13,TXNDC10|TMX3|PDIA13,TXNDC10
956	TMSL8	0.208941	0.20376779	0.19125873	0.18802758	0.197998775	0.00445099	0.00495515	0.00428159	0.0044202	0.004526983	5.450797965	Upregulate	0.0000371	NM_021992	ENSG00000158164	11013	TMSB15A	protein_coding	thymosin beta 15A	TMSL8,TMSNB|TMSL8|TMSNB|TMSB15,TMSB15B,TMSL8,TMSNB,Tb15,TbNB|TMSB15A|Tb15,TbNB,TMSB15,TMSB15B,TMSL8,TMSNB
957	STARD8	0.10612384	0.10959238	0.11113841	0.10846951	0.108831035	0.0579593	0.05341974	0.0594286	0.05765212	0.05711494	0.930149947	NonDE	7.47E-08	NM_014725	ENSG00000130052	9754	STARD8	protein_coding	StAR related lipid transfer domain containing 8	KIAA0189,ARHGAP38|-|KIAA0189, ARHGAP38|ARHGAP38,DLC3,STARTGAP3|STARD8|ARHGAP38,DLC3,STARTGAP3
961	RB1	0.36849333	0.37946576	0.38281364	0.37109283	0.37546639	0.203799	0.19374156	0.18601502	0.19675058	0.19507654	0.944643481	NonDE	3.04E-08	NM_000321	ENSG00000139687	5925	RB1	protein_coding	RB transcriptional corepressor 1	OSRC,RBOSRC,PPP1R130|OSRC|RB, PPP1R130|OSRC,PPP1R130,RB,p105-Rb,p110-RB1,pRb,pp110|RB1|OSRC,p105-Rb,p110-RB1,pp110,PPP1R130,pRb,RB
962	BIRC5	1.64144215	1.62975569	1.65415261	1.63962476	1.641243803	0.00306889	0.00437614	0.00446805	0.0033114	0.00380612	8.7522528	Upregulate	5.48E-08	NM_001012271	ENSG00000089685	332	BIRC5	protein_coding	baculoviral IAP repeat containing 5	API4,EPR-1API4,survivin|API4|EPR-1, survivin|API4,EPR-1|BIRC5|API4,EPR-1
963	CHAD	0.00294285	0.00408483	0.00326001	0.00372848	0.003504043	0.37807167	0.37845996	0.36648806	0.37853765	0.375389335	-6.74322358	Downregulate	0.000000957	NM_001267	ENSG00000136457	1101	CHAD	protein_coding	chondroadherin	SLRR4A|-|SLRR4A|SLRR4A|CHAD|SLRR4A
964	CHGA	0.01136322	0.01094935	0.00911989	0.01178783	0.010805073	2.97024928	2.93915533	2.89921902	2.90537916	2.928500698	-8.082309675	Downregulate	0.000000383	NM_001275	ENSG00000100604	1113	CHGA	protein_coding	chromogranin A	PHE5,PHES|-|PHE5, PHES|CGA,PHE5,PHES|CHGA|CGA,PHE5,PHES
965	ABCD1	0.0807733	0.08576749	0.08503281	0.0863433	0.084479225	0.01097882	0.01108401	0.01352294	0.01197386	0.011889908	2.828859108	Upregulate	3.37E-09	NM_000033	ENSG00000101986	215	ABCD1	protein_coding	ATP binding cassette subfamily D member 1	ALD,AMNALD,ALDPALD,adrenoleukodystrophy|ALD|AMN, ALDP, adrenoleukodystrophy|ABC42,ALD,ALDP,AMN|ABCD1|ABC42,ALD,ALDP,AMN
966	CD3E	0.60916751	0.59870014	0.59754395	0.61570159	0.605278298	0.00225712	0.00287541	0.0026083	0.00287332	0.002653538	7.833537876	Upregulate	0.000000807	NM_000733	ENSG00000198851	916	CD3E	protein_coding	CD3 epsilon subunit of T-cell receptor complex	CD3epsilon,CD3-epsilon|-|CD3epsilon, CD3-epsilon|CD3epsilon,IMD18,T3E,TCRE|CD3E|CD3epsilon,IMD18,T3E,TCRE
967	VWF	0.01425679	0.01631712	0.01304579	0.01422604	0.014461435	0.71578133	0.71637755	0.71605743	0.68368477	0.70797527	-5.613416345	Downregulate	0.00000305	NM_000552	ENSG00000110799	7450	VWF	protein_coding	von Willebrand factor	F8VWF|F8VWF|-|F8VWF,VWD|VWF|F8VWF,VWD
968	ZNF262	0.71759086	0.75607229	0.71931131	0.73774769	0.732680538	0.99172935	0.97310237	0.89815713	0.94566217	0.952162755	-0.378023904	NonDE	0.0000626	NM_005095	ENSG00000146463	9202	ZMYM4	protein_coding	zinc finger MYM-type containing 4	ZNF262,KIAA0425ZNF262,ZNF198L3ZNF262,MYM|ZNF262|KIAA0425, ZNF198L3, MYM|CDIR,MYM,ZNF198L3,ZNF262|ZMYM4|CDIR,MYM,ZNF198L3,ZNF262
969	ZNF258	0.00648811	0.00935324	0.00812267	0.00833691	0.008075233	0.0052962	0.00394725	0.00591033	0.00440395	0.004889433	0.723836772	NonDE	0.005033267	NM_007167	ENSG00000163867	9204	ZMYM6	protein_coding	zinc finger MYM-type containing 6	ZNF258,ZNF198L4ZNF258,MYMZNF258,Buster2ZNF258,ZBED7ZNF258,KIAA1353|ZNF258|ZNF198L4, MYM, Buster2, ZBED7, KIAA1353|Buster2,MYM,ZBED7,ZNF198L4,ZNF258|ZMYM6|Buster2,MYM,ZBED7,ZNF198L4,ZNF258
970	WRN	0.13629725	0.13133613	0.13967839	0.14591245	0.138306055	0.03754012	0.03740715	0.0380564	0.03717599	0.037544915	1.881174888	Upregulate	0.0000584	NM_000553	ENSG00000165392	7486	WRN	protein_coding	WRN RecQ like helicase	RECQL2,RECQ3|-|RECQL2, RECQ3|RECQ3,RECQL2,RECQL3|WRN|RECQ3,RECQL2,RECQL3
972	ZNF146	0.3542508	0.36361436	0.36816859	0.33942882	0.356365643	0.24885182	0.22772705	0.24693714	0.22781372	0.237832433	0.583412788	NonDE	0.00000915	NM_007145	ENSG00000167635	7705	ZNF146	protein_coding	zinc finger protein 146	OZF|-|OZF|OZF|ZNF146|OZF
974	IL1B	0.02257692	0.02434007	0.02843376	0.02812418	0.025868733	0.06444564	0.06976982	0.07286017	0.06510555	0.068045295	-1.395286042	Downregulate	0.00000252	NM_000576	ENSG00000125538	3553	IL1B	protein_coding	interleukin 1 beta	IL1F2,IL-1B,IL1-BETA|-|IL1F2, IL-1B, IL1-BETA|IL-1,IL1-BETA,IL1F2,IL1beta|IL1B|IL-1,IL1-BETA,IL1beta,IL1F2
975	VCAM1	0.03671154	0.03773274	0.04039899	0.03782077	0.03816601	0.02342093	0.02234981	0.02332212	0.02346899	0.023140463	0.721870671	NonDE	0.00000182	NM_001078	ENSG00000162692	7412	VCAM1	protein_coding	vascular cell adhesion molecule 1	CD106|-|CD106|CD106,INCAM-100|VCAM1|CD106,INCAM-100
976	FLT3	0.00104926	0.00096403	0.00054514	0.00075242	0.000827713	0.09135227	0.08905463	0.09683255	0.09556195	0.09320035	-6.815061818	Downregulate	0.0000156	NM_004119	ENSG00000122025	2322	FLT3	protein_coding	fms related receptor tyrosine kinase 3	STK1,FLK2,CD135|-|STK1, FLK2, CD135|CD135,FLK-2,FLK2,STK1|FLT3|CD135,FLK-2,FLK2,STK1
978	CHEK1	0.07559499	0.07747717	0.07411751	0.07730622	0.076123973	0.0025519	0.00181218	0.00177934	0.00209703	0.002060113	5.207555822	Upregulate	0.000000979	NM_001274	ENSG00000149554	1111	CHEK1	protein_coding	checkpoint kinase 1	CHK1|-|CHK1|CHK1|CHEK1|CHK1
979	MAPK14	0.93441508	0.95036	0.98288025	0.91594414	0.945899868	0.82163657	0.80596516	0.80476829	0.84667976	0.819762445	0.20648157	NonDE	0.000331105	NM_139012	ENSG00000112062	1432	MAPK14	protein_coding	mitogen-activated protein kinase 14	CSPB1,PRKM14CSBP1,PRKM14CSBP2,PRKM14CSPB1,p38CSBP1,p38CSBP2,p38CSPB1,Mxi2CSBP1,Mxi2CSBP2,Mxi2CSPB1,PRKM15CSBP1,PRKM15CSBP2,PRKM15|CSPB1, CSBP1, CSBP2|PRKM14, p38, Mxi2, PRKM15|CSBP,CSBP1,CSBP2,CSPB1,EXIP,Mxi2,PRKM14,PRKM15,RK,SAPK2A,p38,p38ALPHA|MAPK14|CSBP,CSBP1,CSBP2,CSPB1,EXIP,Mxi2,p38,p38ALPHA,PRKM14,PRKM15,RK,SAPK2A
980	TGFA	0.04333559	0.04262622	0.04224653	0.04290738	0.04277893	0.08634358	0.09002495	0.0948152	0.08723097	0.089603675	-1.066657506	Downregulate	0.000123856	NM_003236	ENSG00000163235	7039	TGFA	protein_coding	transforming growth factor alpha	-|-|-|TFGA|TGFA|TFGA
981	MAP3K14	0.09459985	0.09253945	0.09501081	0.09945107	0.095400295	0.10598656	0.10055729	0.10429472	0.10435355	0.10379803	-0.12171343	NonDE	0.003973741	NM_003954	ENSG00000006062	9020	MAP3K14	protein_coding	mitogen-activated protein kinase kinase kinase 14	NIK,HSNIK,FTDCR1B,HS|-|NIK, HSNIK, FTDCR1B, HS|FTDCR1B,HS,HSNIK,NIK|MAP3K14|FTDCR1B,HS,HSNIK,NIK
982	MAP3K8	0.00882729	0.00825606	0.00993548	0.00911863	0.009034365	0.0098639	0.00917956	0.01013393	0.00920433	0.00959543	-0.086924258	NonDE	0.233782076	NM_005204	ENSG00000107968	1326	MAP3K8	protein_coding	mitogen-activated protein kinase kinase kinase 8	COT,Tpl-2ESTF,Tpl-2COT,ESTESTF,ESTCOT,c-COTESTF,c-COTCOT,MEKK8ESTF,MEKK8|COT, ESTF|Tpl-2, EST, c-COT, MEKK8|AURA2,COT,EST,ESTF,MEKK8,TPL2,Tpl-2,c-COT|MAP3K8|AURA2,c-COT,COT,EST,ESTF,MEKK8,Tpl-2,TPL2
984	RARRES3	0.23271751	0.23383634	0.23020449	0.22787982	0.23115954	0.35465034	0.35585086	0.35665554	0.35105636	0.354553275	-0.617113518	NonDE	6.85E-10	NM_004585	ENSG00000133321	5920	PLAAT4	protein_coding	phospholipase A and acyltransferase 4	RARRES3,TIG3RARRES3,HRASLS4RARRES3,PLAAT-4RARRES3,RIG1|RARRES3|TIG3, HRASLS4, PLAAT-4, RIG1|HRASLS4,HRSL4,PLA1/2-3,PLAAT-4,RARRES3,RIG1,TIG3|PLAAT4|HRASLS4,HRSL4,PLA1/2-3,PLAAT-4,RARRES3,RIG1,TIG3
985	XK	0.04708822	0.05048633	0.04797981	0.05187083	0.049356298	0.07616139	0.07522767	0.08100352	0.07978462	0.0780443	-0.661059094	NonDE	0.00000359	NM_021083	ENSG00000047597	7504	XK	protein_coding	X-linked Kx blood group	XKR1NAC,XKR1,KxNAC,Kx,X1kNAC,X1k|NA, NAC|XKR1, Kx, X1k|KX,NA,NAC,X1k,XKR1|XK|KX,NA,NAC,X1k,XKR1
987	FPGT	0.06677772	0.07084076	0.06431972	0.07235631	0.068573628	0.17243675	0.16514138	0.17217018	0.17085033	0.17014966	-1.311078521	Downregulate	1.53E-08	NM_003838	ENSG00000254685	8790	FPGT	protein_coding	fucose-1-phosphate guanylyltransferase	GFPP|-|GFPP|GFPP|FPGT|GFPP
988	ABCD2	0.00754877	0.00739694	0.00887611	0.00823394	0.00801394	0.31072965	0.31027463	0.33167277	0.33605933	0.322184095	-5.329229757	Downregulate	0.0000215	NM_005164	ENSG00000173208	225	ABCD2	protein_coding	ATP binding cassette subfamily D member 2	ALDL1,ALDRALDL1,ALDRP|ALDL1|ALDR, ALDRP|ABC39,ALDL1,ALDR,ALDRP,hALDR|ABCD2|ABC39,ALDL1,ALDR,ALDRP,hALDR
990	ABCA1	0.08296699	0.08299819	0.08805854	0.08523718	0.084815225	0.04862652	0.05301744	0.05346282	0.05307619	0.052045743	0.704543112	NonDE	0.0000011	NM_005502	ENSG00000165029	19	ABCA1	protein_coding	ATP binding cassette subfamily A member 1	ABC1,TGDHDLDT1,TGD|ABC1, HDLDT1|TGD|ABC-1,ABC1,CERP,HDLCQTL13,HDLDT1,HPALP1,TGD|ABCA1|ABC-1,ABC1,CERP,HDLCQTL13,HDLDT1,HPALP1,TGD
991	DMXL1	0.12814825	0.13035272	0.13254978	0.13038877	0.13035988	0.28064626	0.29452147	0.30793531	0.29189896	0.2937505	-1.172091378	Downregulate	0.0000632	NM_005509	ENSG00000172869	1657	DMXL1	protein_coding	Dmx like 1	-|-|-|-|DMXL1|
994	COG2	0.3732021	0.37749994	0.37660374	0.38532889	0.378158668	0.44286627	0.44577074	0.44328301	0.45349617	0.446354048	-0.239196822	NonDE	0.0000013	NM_007357	ENSG00000135775	22796	COG2	protein_coding	component of oligomeric golgi complex 2	LDLC|LDLC|-|CDG2Q,LDLC|COG2|CDG2Q,LDLC
995	COMMD3	0.34536998	0.33362148	0.33850768	0.3275512	0.336262585	0.36371363	0.35434516	0.35778723	0.36427186	0.36002947	-0.098526739	NonDE	0.001800139	NM_012071	ENSG00000148444	23412	COMMD3	protein_coding	COMM domain containing 3	C10orf8,BUP|C10orf8|BUP|BUP,C10orf8|COMMD3|BUP,C10orf8
996	GTF3C5	0.89191011	0.86142553	0.88767769	0.95091557	0.897982225	0.6792421	0.66397404	0.65018544	0.70080261	0.673551048	0.414899598	NonDE	0.0000488	NM_012087	ENSG00000148308	9328	GTF3C5	protein_coding	general transcription factor IIIC subunit 5	TFiiiC2-63,TFIIIC63,TFIIICepsilon|-|TFiiiC2-63, TFIIIC63, TFIIICepsilon|TFIIIC63,TFIIICepsilon,TFiiiC2-63|GTF3C5|TFiiiC2-63,TFIIIC63,TFIIICepsilon
997	ZNF225	0.00871219	0.0089831	0.00866079	0.00877195	0.008782008	0.01186518	0.01205686	0.01252609	0.01272018	0.012292078	-0.485106096	NonDE	0.00000303	NM_013362	ENSG00000256294	7768	ZNF225	protein_coding	zinc finger protein 225	-|-|-|-|ZNF225|
998	SEC24D	0.58373798	0.57080087	0.5560599	0.56790783	0.569626645	0.18100611	0.18504038	0.18870658	0.18050694	0.183815003	1.631762111	Upregulate	9.50E-10	NM_014822	ENSG00000150961	9871	SEC24D	protein_coding	SEC24 homolog D, COPII coat complex component	KIAA0755|-|KIAA0755|CLCRP2|SEC24D|CLCRP2
999	CRELD1	0.07785915	0.07658979	0.07749368	0.06978891	0.075432883	0.20235145	0.21301834	0.20960731	0.20449451	0.207367903	-1.458927142	Downregulate	1.08E-08	NM_001031717	ENSG00000163703	78987	CRELD1	protein_coding	cysteine rich with EGF like domains 1	AVSD2,CIRRIN|AVSD2|CIRRIN|AVSD2,CIRRIN|CRELD1|AVSD2,CIRRIN
1000	ZBTB20	0.11346866	0.10907871	0.11022859	0.1130677	0.111460915	0.69370937	0.71105366	0.697828	0.7005403	0.700782833	-2.652429531	Downregulate	5.27E-12	NM_015642	ENSG00000181722	26137	ZBTB20	protein_coding	zinc finger and BTB domain containing 20	ZNF288,ODA-8SZNF288,DKFZp566F123ZNF288,DPZF|ZNF288|ODA-8S, DKFZp566F123, DPZF|DPZF,HOF,ODA-8S,PRIMS,ZNF288|ZBTB20|DPZF,HOF,ODA-8S,PRIMS,ZNF288
1001	GTF2A1	0.23594272	0.23296998	0.24848582	0.24560452	0.24075076	0.45598928	0.44424442	0.46668659	0.46946322	0.459095878	-0.931255125	NonDE	6.31E-08	NM_015859	ENSG00000165417	2957	GTF2A1	protein_coding	general transcription factor IIA subunit 1	TFIIA|-|TFIIA|TF2A1,TFIIA,TFIIA-42,TFIIAL|GTF2A1|TF2A1,TFIIA,TFIIA-42,TFIIAL
1002	ZNF331	0.13327475	0.13469509	0.13963687	0.13043267	0.134509845	0.36282289	0.35554219	0.35364545	0.36241414	0.358606168	-1.414688531	Downregulate	4.18E-10	NM_018555	ENSG00000130844	55422	ZNF331	protein_coding	zinc finger protein 331	RITA,ZNF463,ZNF361|-|RITA, ZNF463, ZNF361|RITA,ZNF361,ZNF463|ZNF331|RITA,ZNF361,ZNF463
1003	ZNF167	0.00434379	0.00433354	0.00434436	0.0041461	0.004291948	0.01490443	0.01363274	0.01326241	0.01333236	0.013782985	-1.683184034	Downregulate	0.000117529	NM_018651	ENSG00000196345	55888	ZKSCAN7	protein_coding	zinc finger with KRAB and SCAN domains 7	ZNF64,FLJ12738ZNF448,FLJ12738ZNF167,FLJ12738ZNF64,ZSCAN39ZNF448,ZSCAN39ZNF167,ZSCAN39|ZNF64, ZNF448, ZNF167|FLJ12738, ZSCAN39|ZFP,ZNF167,ZNF448,ZNF64,ZSCAN39|ZKSCAN7|ZFP,ZNF167,ZNF448,ZNF64,ZSCAN39
1004	MOSPD1	0.17084073	0.17520373	0.1725871	0.17637222	0.173750945	0.0713793	0.07373695	0.07202792	0.06956423	0.0716771	1.277436651	Upregulate	7.33E-10	NM_019556	ENSG00000101928	56180	MOSPD1	protein_coding	motile sperm domain containing 1	dJ473B4|-|dJ473B4|DJ473B4|MOSPD1|DJ473B4
1005	ZNF350	0.05751246	0.0563283	0.06054158	0.05887818	0.05831513	0.1365076	0.14423772	0.1341341	0.13468465	0.137391018	-1.236345537	Downregulate	6.76E-08	NM_021632	ENSG00000256683	59348	ZNF350	protein_coding	zinc finger protein 350	ZBRK1,ZFQR|-|ZBRK1, ZFQR|ZBRK1,ZFQR|ZNF350|ZBRK1,ZFQR
1006	APOBEC3G	0.05382368	0.05792589	0.05849824	0.056977	0.056806203	0.01026068	0.01003151	0.01046812	0.01006484	0.010206288	2.476590275	Upregulate	0.0000213	NM_021822	ENSG00000239713	60489	APOBEC3G	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 3G	CEM15,MDS019,dJ494G10.1,FLJ12740,bK150C2.7|-|CEM15, MDS019, dJ494G10.1, FLJ12740, bK150C2.7|A3G,ARCD,ARP-9,ARP9,CEM-15,CEM15,MDS019,bK150C2.7,dJ494G10.1|APOBEC3G|A3G,ARCD,ARP-9,ARP9,bK150C2.7,CEM-15,CEM15,dJ494G10.1,MDS019
1007	NR0B2	0.16807962	0.17630207	0.16374827	0.16825667	0.169096658	0.00196493	0.00167024	0.00192312	0.00123134	0.001697408	6.638371375	Upregulate	0.00000783	NM_021969	ENSG00000131910	8431	NR0B2	protein_coding	nuclear receptor subfamily 0 group B member 2	SHP|-|SHP|SHP,SHP1|NR0B2|SHP,SHP1
1008	ZNF557	0.13161317	0.1159061	0.1193478	0.11655016	0.120854308	0.18673912	0.18665258	0.18544307	0.18115568	0.184997613	-0.614237757	NonDE	0.00000318	NM_024341	ENSG00000130544	79230	ZNF557	protein_coding	zinc finger protein 557	MGC4054|-|MGC4054|-|ZNF557|
1009	SE57-1	0.01568999	0.01429703	0.01613038	0.01513118	0.015312145	0.01574168	0.01721331	0.01894581	0.01868455	0.017646338	-0.204692386	NonDE	0.031978501	NM_025214	ENSG00000166510	80323	CCDC68	protein_coding	coiled-coil domain containing 68	SE57-1|-|SE57-1|SE57-1|CCDC68|SE57-1
1010	COASY	0.54450902	0.54645722	0.57271572	0.56750626	0.557797055	0.28760962	0.27741843	0.30681719	0.28686566	0.289677725	0.945291566	NonDE	0.000000129	NM_025233	ENSG00000068120	80347	COASY	protein_coding	Coenzyme A synthase	DPCK,NBP,PPAT|-|DPCK, NBP, PPAT|DPCK,NBIA6,NBP,PCH12,PPAT,UKR1,pOV-2|COASY|DPCK,NBIA6,NBP,PCH12,pOV-2,PPAT,UKR1
1011	RARA	0.54446564	0.5509253	0.5856489	0.58458956	0.56640735	0.34331568	0.26143422	0.26523643	0.27058949	0.285143955	0.990149539	NonDE	0.0000153	NM_000964	ENSG00000131759	5914	RARA	protein_coding	retinoic acid receptor alpha	RAR,NR1B1,RARalpha,RAR-alpha|-|RAR, NR1B1, RARalpha, RAR-alpha|NR1B1,RAR,RARalpha|RARA|NR1B1,RAR,RARalpha
1012	ZNF140	0.01668796	0.01790362	0.01902246	0.01843527	0.018012328	0.02103274	0.02517282	0.02445742	0.02555779	0.024055193	-0.41736373	NonDE	0.001880538	NM_003440	ENSG00000196387	7699	ZNF140	protein_coding	zinc finger protein 140	pHZ-39|-|pHZ-39|pHZ-39|ZNF140|pHZ-39
1013	ZNF192	0.08604691	0.08825164	0.09131713	0.084926	0.08763542	0.07410312	0.08020929	0.07828324	0.0849368	0.079383113	0.142681959	NonDE	0.020810672	NM_006298	ENSG00000198315	7745	ZKSCAN8	protein_coding	zinc finger with KRAB and SCAN domains 8	ZNF192,LD5-1ZNF192,ZSCAN40|ZNF192|LD5-1, ZSCAN40|LD5-1,ZNF192,ZSCAN40|ZKSCAN8|LD5-1,ZNF192,ZSCAN40
1014	ABCA2	0.50150504	0.50055674	0.51361566	0.51199247	0.506917478	3.5512896	3.58015129	3.62277107	3.59495884	3.5872927	-2.823072654	Downregulate	6.81E-08	NM_001606	ENSG00000107331	20	ABCA2	protein_coding	ATP binding cassette subfamily A member 2	ABC2|ABC2|-|ABC2,IDPOGSA|ABCA2|ABC2,IDPOGSA
1015	P2RXL1	0.04723752	0.0497716	0.05616405	0.05290065	0.051518455	0.10081757	0.09695109	0.09508953	0.10203334	0.098722883	-0.93829519	NonDE	0.00000151	NM_005446	ENSG00000099957	9127	P2RX6	protein_coding	purinergic receptor P2X 6	P2RXL1,P2XMP2RXL1,MGC129625P2RXL1,P2X6|P2RXL1|P2XM, MGC129625, P2X6|P2RXL1,P2X6,P2XM|P2RX6|P2RXL1,P2X6,P2XM
